DATE,SPY_R,QQQ_R,VWO_R,EWC_R,EFA_R,VGK_R,IOO_R,SHY_R,IEF_R,TIP_R,IYR_R
2020-05-01,0.047645311,0.066008896,0.032900288,0.035420122,0.054269077,0.058389265,0.032251478,-0.000390325,0.003408631,0.005540249,0.018014515
2020-06-01,0.013275254,0.061021604,0.060224837,0.029435132,0.020623695,0.032198571,0.030658134,0.000252787,0.000478335,0.012338992,0.017954115
2020-07-01,0.063551937,0.075332065,0.090493538,0.065964436,0.033856221,0.043714881,0.055187549,0.001039414,0.008640183,0.023252071,0.048155141
2020-08-01,0.06979675,0.109447165,0.027435463,0.051263308,0.047220038,0.04312818,0.077606527,-0.000103798,-0.009610911,0.008898729,0.002315331
2020-09-01,-0.0412813,-0.057786071,-0.021497971,-0.045280356,-0.020467883,-0.03656744,-0.052666981,-3.53995E-07,0.00336825,-0.003780112,-0.029300982
2020-10-01,-0.021030412,-0.030449237,0.02306026,-0.034294055,-0.035506681,-0.048867896,-0.0310835,-0.000358951,-0.013733326,-0.010039568,-0.023295502
2020-11-01,0.108776916,0.112257634,0.085596952,0.143936573,0.1426942,0.163944463,0.110540807,0.000231064,0.003399338,0.012841299,0.085795403
2020-12-01,0.032646505,0.047126364,0.053616462,0.018494079,0.040057101,0.043658988,0.038461499,0.000103999,-0.003023734,0.012300032,0.017704354
2021-01-01,-0.005971209,0.004430992,0.0375735,0.004522759,0.001819806,0.003491135,0.007215931,0.000984394,-0.009660311,0.003901214,0.002850991
2021-02-01,0.027805462,-0.001335172,0.015673398,0.051307122,0.022378758,0.025795652,0.017164703,-0.000925957,-0.02427506,-0.016876357,0.024273001
2021-03-01,0.041986562,0.015884652,-0.00838264,0.058439496,0.025131725,0.028739357,0.031406306,-0.000463894,-0.023805292,-0.002622515,0.05254725
2021-04-01,0.05635895,0.060435815,0.019179814,0.045815076,0.029524228,0.052289322,0.048780425,0.000602847,0.009997018,0.0118725,0.084178939
2021-05-01,0.006566054,-0.012012196,0.016987578,0.06346523,0.034822642,0.044538668,0.010833472,0.000683977,0.004219318,0.008553027,0.010081655
2021-06-01,0.019093391,0.061390049,0.007980717,-0.015843577,-0.024124756,-0.024510435,0.01443263,-0.001714609,0.010183586,0.005957968,0.017466802
